id,entity_name,filing_count,is_active,industry_segment,market_position,product_summary,activity_signal
826b45b4-4409-5e30-a3c3-c193da1d66cc,"Metro Fibernet, LLC",2,True,Carrier,Mid-Market,"Metro Fibernet, LLC provides VoIP and IP-enabled services as indicated by their filing for VoIP/IPES numbering authorization.","Website active, recent press releases"
7c64d78a-b95b-50b8-b10d-548ef25673fe,"Zoom Voice Communications, Inc.",3,True,UCaaS,Enterprise,"Zoom Voice Communications, Inc. offers VoIP services as part of their unified communications platform, enabling businesses to manage voice communications effectively.","Website active, recent press releases"
f073c9b5-9c26-590c-a6e1-407b042d6b39,"commio, LLC",5,True,CPaaS,Mid-Market,"Commio, LLC offers VoIP and IP-enabled services, focusing on providing communication solutions through their platform.","Website active, recent press releases"
8fc5ca04-5c49-5a4b-84fe-754f3b95fba9,"Five9, Inc.",3,True,CCaaS,Enterprise,"Five9, Inc. offers cloud-based contact center solutions that enable businesses to manage customer interactions across multiple channels.","Website active, recent press releases"
61350cb5-66e5-5d8a-bfd7-ef3114033933,"ENA Services, LLC",2,True,Carrier,Enterprise,"ENA Services, LLC provides VoIP and IP-enabled services, facilitating communication solutions for various sectors.","Website active, recent press releases"
38961d15-e31c-5dc1-a920-52a0ad0b0f26,MASH Telecom Inc.,1,True,Carrier,Mid-Market,"MASH Telecom Inc. provides VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
9e4e6271-53d5-50e0-96fa-adda6cbe6f46,"IFN.COM, Inc.",1,True,Carrier,Mid-Market,"IFN.COM, Inc. provides VoIP and IP Enhanced Services, focusing on telecom solutions.","Website active, recent press releases"
26460a63-8011-54d7-b2d5-90440dc4ca1b,"WhiteSky Communications, LLC",2,True,Carrier,Mid-Market,"WhiteSky Communications, LLC provides VoIP and IP-enabled services as indicated by their filing for VoIP/IPES numbering authorization with the FCC.","Website active, recent press releases"
8760bb83-a445-5863-badb-980ca4ef1e85,"Phone.com, Inc.",1,True,CPaaS,SMB,"Phone.com, Inc. offers VoIP services and solutions for businesses, focusing on communication technology.","Website active, recent press releases"
8d05f925-b6b1-5640-9e19-15e6b9bd1d75,"WaveNation, LLC",2,True,UCaaS,Mid-Market,"WaveNation, LLC offers VoIP services and solutions aimed at enhancing communication for businesses.","Website active, recent press releases"
bd65deba-4545-5cfe-adf3-4f839ec925b2,IntelePeer Networks LLC,2,True,CPaaS,Mid-Market,"IntelePeer Networks LLC offers communication solutions that leverage VoIP technology for businesses, focusing on programmable voice and messaging services.","Website active, recent press releases"
6d4fd825-995e-51bd-a6b2-2642fe46ccb2,"LiveVox, Inc.",2,True,CCaaS,Enterprise,"LiveVox, Inc. offers cloud-based contact center solutions that integrate voice, email, and chat communications.","Website active, recent press releases"
030e3802-d71f-5ca3-8538-c3cf904bf63b,"PanTerra Networks, Inc.",1,True,UCaaS,Mid-Market,"PanTerra Networks, Inc. offers Unified Communications as a Service (UCaaS) solutions, focusing on integrated voice, video, and collaboration tools for businesses.","Website active, recent press releases"
5a70baf9-f370-53f6-9ce7-0e65569b324e,Tychron Corporation,1,True,UCaaS,Mid-Market,"Tychron Corporation offers VoIP and IP-enabled services, focusing on unified communications solutions.","Website active, recent press releases"
1ac5ecf9-bb93-5056-a582-8f405a2e507f,Low Latency Communications LLC,1,True,Carrier,Mid-Market,"Low Latency Communications LLC specializes in providing VoIP and IP-enabled services, focusing on low-latency communication solutions.","Website active, recent press releases"
dc3cebd9-c43e-5a05-a1e3-3bd126dfd295,"LP Telecom, LLC d/b/a Landing Point Telecom",1,True,Carrier,Mid-Market,"LP Telecom, LLC d/b/a Landing Point Telecom provides VoIP and IP-enabled services as indicated by their filing for VoIP/IPES numbering authorization.","Website active, recent press releases"
49d9f7b7-603b-562d-afa1-188661b63c07,"NUSO, LLC",1,True,UCaaS,Mid-Market,"NUSO, LLC offers cloud-based communication solutions, including VoIP services and unified communications.","Website active, recent press releases"
84788864-37b4-5316-ac20-d2335620f1a8,"Business Telecommunications Services, Inc.",3,True,Carrier,Mid-Market,"Business Telecommunications Services, Inc. offers VoIP and IP-enabled services, focusing on providing telecommunication solutions to businesses.","Website active, recent press releases"
6a0829cc-0fe7-5024-b0f1-ada1c6ba0408,"Benjamin R. Humphreys, Jr.; Comtel Managed Solutions, LLC",1,True,UCaaS,Mid-Market,"Comtel Managed Solutions, LLC provides VoIP and IP-based communication solutions, focusing on managed services for businesses.","Website active, recent press releases"
74cc3f92-99f6-5919-aa09-937029c33ed6,Carolina Digital Phone Inc,1,True,UCaaS,SMB,"Carolina Digital Phone Inc offers VoIP services and solutions, focusing on digital phone systems for businesses.","Website active, recent press releases"
66f8054d-f13b-59ba-b242-30d8682ae4d9,"Astro Telco, LLC",2,True,Carrier,Mid-Market,"Astro Telco, LLC offers VoIP and IPES services, facilitating voice communication over the internet.","Website active, recent press releases"
eb12f3ec-57dc-5ce9-b833-8ac8191bfa82,"SKYE TELECOM, LLC",1,True,Carrier,Mid-Market,"SKYE TELECOM, LLC offers VoIP and IPES services, focusing on providing telecommunication solutions.","Website active, recent press releases"
cc7c2290-040f-5b6a-a1a4-b0504e2aa9c7,"IP Networked Services, Inc.",1,True,Carrier,Mid-Market,"IP Networked Services, Inc. provides VoIP and IP Enhanced Services, focusing on telecommunications solutions.","Website active, recent press releases"
4fde72ec-a868-5611-94a2-45828f0ea700,"Leap Telecom, LLC",1,True,Carrier,Mid-Market,"Leap Telecom, LLC offers VoIP and IP Enhanced Services (IPES) as part of their telecommunications solutions.","Website active, recent press releases"
90ab7fed-0b89-58d9-b7cc-fd880fcd0d56,"Victory Telecom, Inc.",2,True,Carrier,Mid-Market,"Victory Telecom, Inc. provides VoIP and IP-based telecommunication services, focusing on innovative solutions for voice communication.","Website active, recent press releases"
41e7c39b-146c-570c-ae46-fc862adefdee,"Cunningham Communications, Inc.",1,True,Carrier,Mid-Market,"Cunningham Communications, Inc. provides VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
70ba01f9-6e18-5349-8651-d2235bc8cc22,Computer Telephony Innovations Inc dba Voxtelesys.com,3,True,CPaaS,Mid-Market,"Voxtelesys.com offers VoIP and IP-based communication services, focusing on providing innovative telephony solutions.","Website active, recent press releases"
ff4f15fb-0ed1-5e07-baaa-92322353f9de,Noble Systems Communications LLC,2,True,CCaaS,Enterprise,Noble Systems Communications LLC offers cloud-based contact center solutions and customer engagement services.,"Website active, recent press releases"
c244189a-77e4-5ec2-ac91-27bbd22ab305,"Star2Star Communications, LLC",3,True,UCaaS,Mid-Market,"Star2Star Communications offers unified communications as a service (UCaaS) solutions, including VoIP services, video conferencing, and collaboration tools.","Website active, recent press releases"
55f9c2ec-1772-5f21-9e2a-f12c1a94b39e,"Whisl Telecom, LLC",1,True,Carrier,Mid-Market,"Whisl Telecom, LLC offers VoIP and IPES services as part of their telecommunications solutions.","Website active, recent press releases"
53d8feb5-e51e-5101-88b3-6c64b1f48567,"200 Networks, LLC",1,True,Carrier,Mid-Market,"200 Networks, LLC provides VoIP and IP Enhanced Services, focusing on telecommunications solutions.","Website active, recent press releases"
a5f1db52-399f-54de-b992-16354ec52941,"UComTel, Inc.",1,True,Carrier,Mid-Market,"UComTel, Inc. offers VoIP and IPES services as part of their telecommunications solutions.","Website active, recent press releases"
eac52830-89f7-586c-92fa-84a0d4e3860d,"Telcentris, Inc.",1,True,UCaaS,Mid-Market,"Telcentris, Inc. offers VoIP and IP-based communication services, focusing on unified communications solutions.","Website active, recent press releases"
809d7b2f-39d4-525f-a023-4f69cba79b91,"Voyant Communications, LLC",1,True,Carrier,Mid-Market,"Voyant Communications, LLC provides VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
01e1e853-799e-5e59-be72-e34e55450721,"Mitel Cloud Solutions, Inc.",1,True,UCaaS,Enterprise,"Mitel Cloud Solutions, Inc. offers cloud-based communication solutions, including voice over IP services and unified communications.","Website active, recent press releases"
81f9f7d4-a7ee-53cd-b2ad-d46057011723,"8X8, Inc.",7,True,UCaaS,Enterprise,"8X8, Inc. provides cloud-based communication solutions including voice, video, chat, and contact center services.","Website active, recent press releases"
9b4b0f0d-dd2e-55ea-8701-2f53c5e97c81,"Ooma, Inc.",1,True,UCaaS,SMB,"Ooma, Inc. offers VoIP services and communication solutions for businesses and consumers, focusing on voice over IP technology.","Website active, recent press releases"
b03b9b6b-5c12-51cb-a662-ccb257580d67,Piratel LLC,3,True,Carrier,Mid-Market,"Piratel LLC offers VoIP and IPES services, focusing on providing telecommunication solutions.","Website active, recent press releases"
19773a08-d1c9-5a31-a31c-3ae9b3fc6d20,"Harold Barr, VP 3 Billionaires Corp.",1,False,Unknown,Unknown,"Filing for VoIP/IPES numbering authorization suggests involvement in telecommunications services, but specific offerings are not detailed.","No web presence found, domain expired"
0aba5b68-b66b-5149-8fab-313e3a4be5f4,"CenturyLink Communications, LLC",3,True,Carrier,Enterprise,"CenturyLink Communications, LLC offers telecommunications services including VoIP and IP-based services, as indicated by their filing for VoIP/IPES numbering authorization.","Website active, recent press releases"
688620cb-42a6-5900-ab58-9aef5c42d174,Twilio International Inc.,1,True,CPaaS,Enterprise,"Twilio International Inc. offers cloud communications solutions, enabling developers to integrate voice, messaging, and video capabilities into their applications.","Website active, recent press releases"
6d336e9a-4e92-527b-88f4-37d67c5aacff,GetGo Communications LLC,2,False,Unknown,Unknown,"Filing for VoIP/IPES numbering authorization suggests involvement in telecommunications services, but specific offerings are unclear.","No web presence found, domain expired"
2bd3ef56-600f-590c-a6e9-e02ea36aeefd,"Ton80 Communications, LLC",1,True,Carrier,Mid-Market,"Ton80 Communications, LLC offers VoIP and IPES services, focusing on telecommunications solutions.","Website active, recent press releases"
6cca736c-56e0-5704-a136-71320bd67c4b,"The Voice Application Network, LLC",2,True,CPaaS,Mid-Market,"The Voice Application Network, LLC provides voice over IP (VoIP) services and solutions, focusing on application-based communication services.","Website active, recent press releases"
2d55b858-6824-52ee-a840-6c132568fe29,"Jive Communications, Inc.",4,True,UCaaS,Mid-Market,"Jive Communications, Inc. offers cloud-based communication solutions including VoIP services for businesses.","Website active, recent press releases"
a8b6242e-d22e-5d81-888e-d6d7abc382c2,"Alaska Communications Internet, LLC",2,True,Carrier,Mid-Market,"Alaska Communications Internet, LLC provides VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
ea92db2d-48bc-5f34-9caf-660b19a639e2,Flowroute Inc.,5,True,CPaaS,Mid-Market,"Flowroute Inc. offers cloud-based communication services, including VoIP and SIP trunking solutions.","Website active, recent press releases"
5c65acd5-9fcb-5555-bb59-1e52f30d2670,Anne Callenbach; Scott Allen,1,False,Unknown,Unknown,Unknown based on the filing type.,"No web presence found, domain expired"
d803dc0a-43b5-5238-b72b-75a12979c5c0,"Enhanced Communications of Northern New England, Inc. d/b/a Consolidated Long Distance",3,True,Reseller,SMB,"Enhanced Communications of Northern New England, Inc. d/b/a Consolidated Long Distance provides VoIP and long-distance telecommunications services.","Website active, recent press releases"
41de857d-2926-593b-bb5f-66ef711ff81a,"Electric Lightwave, LLC",2,True,Carrier,Enterprise,"Electric Lightwave, LLC provides telecommunications services including VoIP and other IP-based services.","Website active, recent press releases"
67a888c8-8c43-59bf-850d-50e5cc007747,"Bright Packet, Inc.",1,True,CPaaS,Mid-Market,"Bright Packet, Inc. offers communication solutions leveraging VoIP technology, focusing on enabling businesses to integrate voice services into their applications.","Website active, recent press releases"
d318c592-9ef3-562c-9b65-6eca30c8c5f7,"Comcast IP Phone, LLC",1,True,Carrier,Enterprise,"Comcast IP Phone, LLC offers VoIP services, enabling voice communication over the internet.","Website active, recent press releases"
2e538329-f6a4-512e-a76b-02fd425598a3,"Origin Networks, LLC dba Infostructure",4,True,Carrier,Mid-Market,"Origin Networks, LLC dba Infostructure provides VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
3a3331ae-5bd9-5eff-a364-9706de98c9b7,"IP Horizon, LLC",1,True,Carrier,Mid-Market,"IP Horizon, LLC offers VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
e76220e0-5db6-5e1d-b3ae-677b5cb8132f,Compatel LLC,1,False,Unknown,Unknown,Filing for VoIP/IPES numbering authorization suggests involvement in voice over IP services.,"No web presence found, domain expired"
dcc45f7d-0a77-56ad-bf5a-ab11be539383,"AT&T Services, Inc.",4,True,Carrier,Enterprise,"AT&T Services, Inc. provides telecommunications services including VoIP and IP-enabled services, focusing on both consumer and business markets.","Website active, recent press releases"
5d4c93ae-8607-5b29-bd89-39956c35183f,"Apeiron Systems, Inc.",2,False,Unknown,Unknown,Unknown based on available data.,"No web presence found, domain expired"
c3f13327-766e-5595-b86a-75ec8e994cbe,"EdgeTel, LLC",1,True,Carrier,Mid-Market,"EdgeTel, LLC provides VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
b723afd2-5e4b-593f-a328-e25ed421e09d,"IPtelX, LLC",2,True,Carrier,Mid-Market,"IPtelX, LLC provides VoIP and IP-based telecommunications services, focusing on numbering authorization for VoIP and IP Enhanced Services.","Website active, recent press releases"
615894b1-8014-538b-ae83-ff03dac17c3a,"Terra Nova Telecom, Inc; Mike Ray",1,False,Unknown,Unknown,Unknown based on filing type.,"No web presence found, domain expired"
cdee4522-0014-50ed-8fe9-3f37c588f76e,"Number Access, LLC",1,True,Carrier,Mid-Market,"Number Access, LLC specializes in providing VoIP and IPES numbering services, facilitating communication solutions for various businesses.","Website active, recent press releases"
c237386d-60bb-57b4-9693-121487d38ec9,"HD Carrier, LLC",2,True,Carrier,Mid-Market,"HD Carrier, LLC offers VoIP and IPES services, focusing on providing telecommunication solutions.","Website active, recent press releases"
50c8905d-6fe7-5bf5-a9a6-a41a4797b52b,"Advanced Telecom Solutions, LLC",7,True,Carrier,Mid-Market,"Advanced Telecom Solutions, LLC provides VoIP and IPES services, focusing on telecommunications solutions.","Website active, recent press releases"
d4a5104c-2fcc-5573-899b-41f50c7c3f77,"Vision CTS, LLC",4,True,UCaaS,Mid-Market,"Vision CTS, LLC offers VoIP and IP-based communication services, focusing on unified communications solutions.","Website active, recent press releases"
664d2f6c-3cdd-55f0-a931-c5ac24dc8445,Red Spectrum Communications LLC,3,False,Unknown,Unknown,Filing indicates intent to offer VoIP/IPES services.,"No web presence found, domain expired"
63a5f98b-04e2-5ba7-b829-0d6d120d45cb,"One Ring Networks, Inc.",5,True,Carrier,Mid-Market,"One Ring Networks, Inc. offers VoIP and IP-based telecommunication services, focusing on innovative solutions for voice communications.","Website active, recent press releases"
d2ab76fc-e5ba-592e-ade3-0828a0834e8d,"RCLEC, Inc.",2,True,Carrier,Mid-Market,"RCLEC, Inc. offers VoIP and IP-enabled services, focusing on providing telecommunications solutions.","Website active, recent press releases"
22f27e3a-0763-5fe4-9b3c-b0bc9b1caeeb,Magna5 LLC,4,True,UCaaS,Mid-Market,"Magna5 LLC offers unified communications as a service (UCaaS) solutions, including VoIP services and related technologies.","Website active, recent press releases"
82bc5db6-5fe6-53b0-9fb0-4f386e30f86d,"Local Access, LLC",2,False,Unknown,Unknown,Filing for VoIP/IPES numbering authorization indicates potential involvement in voice over IP services.,"No web presence found, domain expired"
e7a0b0f5-b024-5c2f-a96d-83b9ff0bbae9,Invoxio Inc,5,True,UCaaS,Mid-Market,"Invoxio Inc offers VoIP and IP-enabled services, focusing on unified communications solutions.","Website active, recent press releases"
a20b809d-c1ec-5b38-af2e-f8ce691c307a,Andrew Metcalfe; Valerie Fast Horse,1,False,Unknown,Unknown,Filing for VoIP/IPES numbering authorization indicates potential involvement in telecommunications services.,"No web presence found, domain expired"
b1bfb35c-33d3-5184-8df0-958a13d4a489,"ShoreTel Sky dba; M5 Networks, LLC",1,True,UCaaS,Enterprise,"ShoreTel Sky, operating as M5 Networks, LLC, provides cloud-based unified communications as a service (UCaaS) solutions.","Website active, recent press releases"
77350ca1-26ac-52bf-aa95-689b1dde150c,"TeleSmart Inc.,",3,True,UCaaS,Mid-Market,"TeleSmart Inc. offers VoIP and IP-enabled services, focusing on unified communications solutions.","Website active, recent press releases"
6f2d867b-533c-5a42-a8aa-4bc6fca85bae,BluIP Inc.,2,True,UCaaS,Mid-Market,BluIP Inc. offers cloud-based communication solutions including VoIP services and unified communications.,"Website active, recent press releases"
7a2adcee-193b-59db-9d7d-d0c05c7206f6,Exiant Communications LLC,1,False,Unknown,Unknown,Filing for VoIP/IPES numbering authorization indicates a focus on voice over IP services.,"No web presence found, domain expired"
b4169879-c9dd-5150-b85a-ce69189582cf,"OpenSIP.com, LLC",5,True,CPaaS,Mid-Market,"OpenSIP.com, LLC provides VoIP and IP-enabled services, focusing on communication solutions for businesses.","Website active, recent press releases"
69711491-962b-5099-a6a2-68761ba6ac37,ShoreTel Inc,3,False,UCaaS,Enterprise,"ShoreTel Inc offered unified communications as a service (UCaaS) solutions, including VoIP telephony and collaboration tools.","Company acquired by Mitel Networks in 2017, no longer operates independently"
5d18ba34-04b7-5c45-8b84-bab399984e31,"Inter Vista Networking, Inc.",3,False,Unknown,Unknown,Filing for VoIP/IPES numbering authorization indicates a focus on voice over IP services.,"No web presence found, domain expired"
039abba5-0496-5500-a64e-3235774ba306,"WTC Technologies, Inc.",3,True,UCaaS,Mid-Market,"WTC Technologies, Inc. offers VoIP and IP-based communication services, focusing on unified communications solutions.","Website active, recent press releases"
6a96e24d-22e3-5725-ba2c-5961088c95fd,"Megaphone, Inc.",3,True,UCaaS,Mid-Market,"Megaphone, Inc. offers Voice over Internet Protocol (VoIP) services and related communication solutions.","Website active, recent press releases"
9b69b581-1ee0-5626-b8ae-26ba19d08f1e,"Telengy, LLC",3,False,Unknown,Unknown,Filing indicates intent to provide VoIP/IPES services.,"No web presence found, domain expired"
485dceec-81aa-51e1-b4e4-0d1e9a48ccfc,"DOCOMO Pacific (Saipan), Inc.",1,True,Carrier,Mid-Market,"DOCOMO Pacific (Saipan), Inc. provides telecommunications services including VoIP and other IP-based services.","Website active, recent press releases"
9831c6db-701a-5ea6-a11c-ebc3a202793d,"Telnyx, LLC",6,True,CPaaS,Mid-Market,"Telnyx offers a cloud-based communications platform that provides voice, messaging, and connectivity services, primarily focusing on VoIP and IP-based services.","Website active, recent press releases"
d3d5a187-3533-52fe-bdb3-59f20eae0c95,"VoIPStreet, Inc.",2,True,UCaaS,Mid-Market,"VoIPStreet, Inc. offers Voice over Internet Protocol (VoIP) services, focusing on providing telecommunication solutions for businesses.","Website active, recent press releases"
4eec59b5-ae13-5fdd-b9c8-568f27112821,Backbone Communications Inc.,1,False,Unknown,Unknown,Filing for VoIP/IPES numbering authorization suggests involvement in voice over IP services.,"No web presence found, domain expired"
cedb45bf-410a-5dfc-94bd-7257596e83ec,"FracTel, Inc.",3,False,Unknown,Unknown,"Unknown, based on the filing type for VoIP/IPES numbering authorization.","No web presence found, domain expired"
55e0384e-bbd1-503a-bc28-13a8ee0b3b52,"Airespring, Inc.",3,True,Carrier,Mid-Market,"Airespring, Inc. provides VoIP and IP-based services, focusing on telecommunications solutions for businesses.","Website active, recent press releases"
a7eb1b1d-fd32-5d75-b26f-33b9947765ab,"bARR tELL usa, iNC.",2,False,Unknown,Unknown,"Filing indicates intent to provide VoIP/IPES services, but specific offerings are unclear.","No web presence found, domain expired"
e8d6036d-03d7-59d6-922e-52d38c958531,"Edge Communications Solutions, LLC",2,True,UCaaS,Mid-Market,"Edge Communications Solutions, LLC offers Voice over Internet Protocol (VoIP) services and related communication solutions.","Website active, recent press releases"
92675c56-843a-5dac-9e12-76b56b8c3dc6,"Mix Networks, Inc",3,True,Carrier,Mid-Market,"Mix Networks, Inc offers VoIP and IP-based services, focusing on telecommunications solutions.","Website active, recent press releases"
4594a5f4-2f0f-5270-b02d-3af10bdea6f6,"Assurance Telecom, LLC",2,True,Carrier,Mid-Market,"Assurance Telecom, LLC provides VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
94fd2c33-deba-578e-9322-cb12fd8e636f,"Stratus Networks, Inc.",2,True,Carrier,Mid-Market,"Stratus Network, Inc. provides VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
